user_id,purchase_event_id,event_number,conversation_id,session_id
35,29296,2,,56126.0
35,29296,3,,59379.0
36,35774,1,,70013.0
36,35774,2,,70524.0
36,35774,3,,72859.0
37,62280,1,,118558.0
37,62280,2,,119032.0
37,62280,3,,119012.0
37,62280,4,,119322.0
37,62280,5,,119408.0
37,62280,6,,119782.0
37,62280,7,,121343.0
38,11693,1,4450.0,
39,22289,1,8483.0,
40,23149,1,,47578.0
40,37727,1,,76262.0
41,34423,1,,68368.0
41,34423,2,,69636.0
42,12900,1,,29063.0
43,10751,1,,24503.0
43,10751,2,,24524.0
44,60987,1,,118570.0
44,60987,2,25360.0,
45,55369,1,22732.0,
45,55369,2,,109443.0
45,55369,3,22874.0,
45,55369,4,,110053.0
46,29498,1,,59926.0
47,27443,1,,56819.0
48,35376,1,,68256.0
48,35376,2,,71834.0
49,51738,1,21622.0,
50,61125,1,,117043.0
50,61125,2,,118853.0
50,61125,3,,119092.0
50,61125,4,,120020.0
51,6059,1,,14776.0
51,12053,1,,21848.0
51,12053,2,,27200.0
52,22866,1,,47510.0
53,52166,1,,103893.0
54,24781,1,9469.0,
55,47537,1,,96040.0
56,8352,1,,19262.0
57,287,1,,2532.0
58,6971,1,,15499.0
58,6971,2,,15578.0
58,6971,3,,15614.0
59,50799,1,,95410.0
59,50799,2,,101515.0
60,43349,1,,87009.0
61,41871,1,,84818.0
62,10556,1,,22984.0
62,10556,2,,24447.0
63,30102,1,,61148.0
64,19259,1,,42181.0
65,833,1,,2685.0
65,833,2,256.0,
65,833,3,482.0,
66,55824,1,,109900.0
66,55824,2,,111210.0
67,25148,1,,52007.0
68,32561,1,,61645.0
68,32561,2,,64889.0
68,32561,3,,65191.0
68,32561,4,12527.0,
69,57215,1,,107639.0
69,57215,2,22419.0,
69,57215,3,,112819.0
70,49753,1,,98096.0
70,49753,2,,99795.0
71,60917,1,,119534.0
72,58575,1,,115849.0
72,58575,2,,115761.0
72,58575,3,,115693.0
73,51327,1,,102561.0
74,47867,1,,95307.0
74,47867,2,,96409.0
75,18146,1,,37900.0
75,18146,2,,38867.0
75,18146,3,,38843.0
75,18146,4,,38834.0
75,18146,5,,39665.0
76,6072,1,,13168.0
76,6072,2,,14649.0
77,25716,1,,50763.0
77,25716,2,,52905.0
78,56030,1,,111040.0
79,7517,1,,11946.0
79,7517,2,,15006.0
79,7517,3,,16172.0
79,7517,4,,16000.0
79,7517,5,,16173.0
79,7517,6,2630.0,
79,7517,7,,17527.0
79,7517,8,2886.0,
80,15593,1,,32728.0
80,15593,2,,33865.0
80,15593,3,,34400.0
81,54898,1,,106818.0
81,54898,2,,108790.0
81,54898,3,,108914.0
81,54898,4,,109638.0
82,1257,1,,4787.0
82,37914,1,,77082.0
83,22536,1,,46745.0
84,37145,1,,71449.0
84,37145,2,13826.0,
84,37145,3,14275.0,
84,37145,4,14277.0,
84,37145,5,,73019.0
84,37145,6,,73860.0
84,37145,7,,75376.0
85,3263,1,542.0,
85,3263,2,1367.0,
85,9945,1,2934.0,
85,9945,2,,18173.0
85,9945,3,3888.0,
85,20577,1,7384.0,
86,44273,1,18086.0,
87,9445,1,,21971.0
87,45200,1,,88516.0
87,45200,2,,88526.0
87,45200,3,,89518.0
87,45200,4,18657.0,
87,57959,1,,110305.0
87,57959,2,,114680.0
88,20745,1,7457.0,
89,1600,1,776.0,
90,14378,1,,31133.0
90,14378,2,,31649.0
91,28419,1,10475.0,
91,28419,2,,57105.0
91,28419,3,,66722.0
92,62303,1,,121380.0
92,62303,2,25977.0,
93,9758,1,,19430.0
93,9758,2,,22454.0
94,13728,5,,22697.0
94,13728,6,,23576.0
94,13728,7,,23570.0
94,13728,8,,24234.0
94,13728,9,,24788.0
94,13728,10,,25929.0
94,13728,11,,27755.0
94,13728,12,,29677.0
94,13728,13,,28744.0
94,13728,14,,30445.0
95,44920,1,,88790.0
95,44920,2,,90518.0
96,33709,1,,62668.0
96,33709,2,,63994.0
96,33709,3,12110.0,
96,33709,4,,67206.0
96,33709,5,,68547.0
97,57762,1,,114231.0
98,18986,1,,37431.0
98,18986,2,,41269.0
98,18986,3,,40906.0
98,19241,1,,37431.0
98,19241,2,,41269.0
98,19241,3,,40906.0
98,19241,4,,42207.0
99,31828,1,,64522.0
100,37363,1,,74784.0
100,37363,2,14655.0,
100,37363,3,,76072.0
100,37363,4,14858.0,
100,60417,1,,118187.0
100,60417,2,,118600.0
100,60417,3,,118658.0
100,60417,4,25026.0,
101,28020,1,,57704.0
102,44812,1,,88183.0
102,44812,2,,89892.0
102,44812,3,,90449.0
102,44812,4,,90098.0
103,11751,1,,22264.0
103,11751,2,,22865.0
103,11751,3,,23696.0
103,11751,4,,26142.0
103,11751,5,,26065.0
103,11751,6,,26087.0
103,30180,1,,61064.0
104,6200,1,,9309.0
104,6200,2,,12710.0
104,6200,3,,14928.0
105,23394,1,,48410.0
106,32050,1,,64069.0
106,32050,2,12056.0,
106,32050,3,,65050.0
107,32644,1,12441.0,
107,32644,2,12442.0,
107,32644,3,12603.0,
107,32644,4,12604.0,
108,21914,1,,46012.0
109,15115,2,,27445.0
109,15115,3,,28259.0
109,15115,4,,28260.0
109,15115,5,,31315.0
109,15115,6,,31316.0
109,15115,7,,31678.0
109,15115,8,,31754.0
109,15115,9,,31748.0
109,15115,10,,32211.0
109,15115,11,,33400.0
110,52071,1,,102613.0
110,52071,2,,103417.0
110,52071,3,,104110.0
111,20446,1,7310.0,
112,14267,1,,31733.0
113,39818,1,,80304.0
114,25229,1,,48418.0
114,25229,2,,50255.0
114,25229,3,,52066.0
114,58343,1,,109955.0
114,58343,2,23135.0,
114,58343,3,,115402.0
114,58343,4,24304.0,
115,6939,1,,14268.0
115,6939,2,,14757.0
115,6939,3,,14758.0
115,6939,4,,15605.0
115,43271,1,,86029.0
115,43271,2,,87186.0
115,43271,3,17721.0,
116,533,1,,3531.0
116,533,2,376.0,
116,534,1,,3531.0
116,534,2,376.0,
117,9333,1,,22010.0
117,16356,1,,36241.0
117,28772,9,,47846.0
117,28772,10,,48892.0
117,28772,11,,51033.0
117,28772,12,,52818.0
117,28772,13,,58195.0
117,28772,14,,58178.0
117,28772,15,10826.0,
117,28772,16,10832.0,
117,28772,17,,66847.0
117,28772,18,,58939.0
118,39138,4,14615.0,
118,39138,5,,74933.0
118,39138,6,,75636.0
118,39138,7,,76220.0
118,39138,8,,76566.0
118,39138,9,,79089.0
118,39138,10,,79003.0
118,39138,11,,78966.0
118,39138,12,,79294.0
118,39138,13,,79384.0
119,10572,1,,24811.0
120,22397,1,,46659.0
120,28465,1,,53392.0
120,28465,2,,53411.0
120,28465,3,,56583.0
120,28465,4,,57318.0
120,28465,5,,57911.0
120,28465,6,,66851.0
121,22575,1,,46693.0
122,50216,1,,100195.0
123,27284,1,,56482.0
124,48003,1,,94344.0
124,48003,2,,95031.0
124,48003,3,,96522.0
124,48003,4,,96685.0
125,13459,1,,29761.0
125,13459,2,,29722.0
126,53995,1,,106388.0
126,53995,2,,107732.0
126,53995,3,22524.0,
127,62209,1,,121282.0
128,7404,1,2830.0,
129,29987,1,,48445.0
129,29987,2,,49458.0
129,29987,3,,54547.0
129,29987,4,,55124.0
129,29987,5,,57478.0
129,29987,6,,60952.0
130,60081,1,,117866.0
131,25485,1,,52234.0
132,31563,1,,63429.0
132,31563,2,12016.0,
133,1573,1,,4113.0
133,1573,2,,5773.0
134,27665,1,,56587.0
134,27665,2,,56606.0
135,16138,1,,35752.0
136,23480,1,,48719.0
136,23480,2,,48705.0
137,59778,1,,118222.0
137,59778,2,24727.0,
138,42712,1,,86535.0
139,52531,1,,102811.0
139,52531,2,21369.0,
139,52531,3,,104660.0
139,52531,4,,104770.0
140,32175,1,,66417.0
140,32175,2,,59137.0
140,32175,3,,62439.0
140,32175,4,,62626.0
140,32175,5,12276.0,
140,32175,6,12277.0,
140,32175,7,,64718.0
141,14290,3,4879.0,
141,14290,4,,30101.0
141,14290,5,,30126.0
141,14290,6,,30127.0
141,14290,7,,30751.0
141,14290,8,,30774.0
141,14290,9,,31704.0
141,14290,10,,31720.0
141,14290,11,,31744.0
141,14290,12,,31721.0
141,55160,1,,110512.0
142,9357,1,,22211.0
143,6752,1,2565.0,
144,13495,1,,30005.0
144,15524,1,,30005.0
144,15524,2,,34427.0
144,18540,1,,40476.0
145,55233,1,,106870.0
145,55233,2,23098.0,
146,14861,1,,30812.0
146,14861,2,,31485.0
146,14861,3,,32519.0
147,37741,1,,72946.0
147,37741,2,,76275.0
148,29696,1,,59954.0
149,350,1,,1677.0
149,350,2,,2779.0
150,1915,1,,5820.0
150,1915,2,,5811.0
150,1915,3,,5821.0
150,6707,1,,16127.0
151,5388,1,,11822.0
151,5388,2,,13125.0
152,7239,1,,7294.0
152,7239,2,,9071.0
152,7239,3,,13474.0
152,7239,4,,16310.0
152,7239,5,,16332.0
152,7239,6,,16805.0
152,7239,7,,17157.0
153,6485,1,2284.0,
153,6485,2,2496.0,
153,6485,3,2531.0,
154,35555,1,,71969.0
155,46620,1,,94118.0
155,46803,1,,94118.0
155,46803,2,19561.0,
155,47609,1,,94118.0
155,47609,2,19561.0,
155,47609,3,,94946.0
155,47609,4,,95732.0
156,24868,1,,47091.0
156,24868,2,,50896.0
156,39702,1,,80582.0
157,27235,1,,55091.0
157,27235,2,,55724.0
158,10218,1,3925.0,
159,45000,1,,86855.0
159,45000,2,,87232.0
159,45000,3,,87017.0
159,45000,4,,90174.0
159,45000,5,,90812.0
160,56468,1,23647.0,
160,56468,2,23681.0,
161,8088,1,2926.0,
161,8088,2,,18719.0
161,8088,3,,18736.0
161,8088,4,,18705.0
161,8088,5,,19038.0
161,28179,1,,58262.0
161,28179,2,,58291.0
161,28179,3,,58275.0
162,25763,1,,52948.0
162,25763,2,,52954.0
162,25763,3,,53158.0
163,42784,1,,86689.0
164,19448,1,,41661.0
164,62142,1,,120912.0
164,62142,2,,121102.0
164,62142,3,,121195.0
164,62142,4,,120941.0
164,62142,5,,121350.0
164,62142,6,,121286.0
165,9220,1,,21242.0
165,9432,1,,21242.0
165,9432,2,,21823.0
165,13713,1,,30112.0
166,4268,1,1780.0,
167,28031,1,,54586.0
167,28031,2,,54524.0
167,28031,3,,55137.0
167,28031,4,,55821.0
167,28031,5,,56850.0
167,28031,6,,57516.0
167,30507,1,,54586.0
167,30507,2,,54524.0
167,30507,3,,55137.0
167,30507,4,,55821.0
167,30507,5,,56850.0
167,30507,6,,57516.0
167,30507,7,,60769.0
167,30507,8,,61862.0
168,12523,1,,22773.0
168,12523,2,,28400.0
168,57902,1,,114359.0
169,20398,1,7268.0,
170,11690,1,,26471.0
171,21136,1,,44834.0
172,27683,1,,56879.0
173,55689,1,22202.0,
173,55689,2,23257.0,
174,394,11,,504.0
174,394,12,,489.0
174,394,13,,491.0
174,394,14,,774.0
174,394,15,,954.0
174,394,16,,1316.0
174,394,17,,1433.0
174,394,18,,2658.0
174,394,19,,2679.0
174,394,20,,2945.0
175,648,1,,2590.0
175,648,2,,3410.0
176,36456,1,,73825.0
176,36456,2,,74001.0
177,38993,1,15295.0,
177,38993,2,,78013.0
177,38993,3,,79343.0
178,30828,1,11705.0,
179,23301,1,,48182.0
180,59665,1,,116916.0
181,58447,1,,115349.0
181,58447,2,,115263.0
182,36008,4,,62817.0
182,36008,5,,64156.0
182,36008,6,,64191.0
182,36008,7,12595.0,
182,36008,8,,67421.0
182,36008,9,,70817.0
182,36008,10,13820.0,
182,36008,11,,71350.0
182,36008,12,,71781.0
182,36008,13,,73269.0
183,51512,1,,92645.0
183,51512,2,,93138.0
183,51512,3,,99335.0
183,51512,4,,102839.0
184,49020,1,20361.0,
185,60795,1,,119381.0
185,60795,2,,119373.0
185,60795,3,,119146.0
186,59284,1,,115549.0
186,59284,2,,115659.0
186,59284,3,,116517.0
186,59284,4,,116570.0
186,59284,5,,116701.0
186,59284,6,,117201.0
187,17096,1,,32400.0
187,17096,2,,37036.0
187,17096,3,,37485.0
188,37446,11,,59082.0
188,37446,12,,61489.0
188,37446,13,11836.0,
188,37446,14,,69777.0
188,37446,15,,73551.0
188,37446,16,14299.0,
188,37446,17,,73878.0
188,37446,18,,75420.0
188,37446,19,,76117.0
188,37446,20,14914.0,
188,53798,1,,103989.0
188,53798,2,,104095.0
188,53798,3,22326.0,
188,53798,4,,107355.0
188,53798,5,,107889.0
189,33181,1,,67692.0
190,54076,1,,102113.0
190,54076,2,,102775.0
190,54076,3,,105105.0
190,54076,4,,106814.0
190,54076,5,,107382.0
190,54076,6,,107438.0
190,54076,7,,107870.0
191,34497,1,,70032.0
192,42271,1,,85140.0
193,59565,1,,117293.0
194,1940,1,,5232.0
195,8993,1,,19556.0
195,8993,2,,19907.0
195,8993,3,,21189.0
195,10111,1,,19556.0
195,10111,2,,19907.0
195,10111,3,,21189.0
195,10111,4,,23518.0
196,51083,1,,102192.0
197,56566,1,,108370.0
197,56566,2,,108913.0
197,56566,3,,112742.0
198,13019,1,4854.0,
199,35259,1,,55274.0
199,35259,2,,55210.0
199,35259,3,,66869.0
199,35259,4,,61881.0
199,35259,5,,64604.0
199,35259,6,,66283.0
199,35259,7,,69441.0
199,35259,8,,70522.0
199,35259,9,,71446.0
199,35750,2,,55210.0
199,35750,3,,66869.0
199,35750,4,,61881.0
199,35750,5,,64604.0
199,35750,6,,66283.0
199,35750,7,,69441.0
199,35750,8,,70522.0
199,35750,9,,71446.0
199,35750,10,,72328.0
199,35750,11,,72699.0
200,53827,1,22352.0,
200,53827,2,22362.0,
201,62019,1,,121024.0
202,49015,1,20358.0,
203,25459,1,,52347.0
204,28654,1,,58511.0
204,28654,2,,66753.0
205,54843,1,,109465.0
206,37621,1,,75241.0
206,37621,2,,75842.0
206,37621,3,14942.0,
206,37621,4,14967.0,
206,37621,5,,76620.0
206,37621,6,,76215.0
206,38722,4,14967.0,
206,38722,5,,76620.0
206,38722,6,,76215.0
206,38722,7,15149.0,
206,38722,8,15151.0,
206,38722,9,,77329.0
206,38722,10,,77605.0
206,38722,11,15285.0,
206,38722,12,15306.0,
206,38722,13,,78791.0
207,24001,1,,46129.0
207,24001,2,,46506.0
207,24001,3,,48318.0
207,24001,4,,48859.0
207,24001,5,,48781.0
208,12708,1,,24852.0
208,12708,2,,25398.0
208,12708,3,,25196.0
208,12708,4,,28396.0
209,23454,1,,47517.0
209,23454,2,,47910.0
209,23454,3,,47653.0
209,23454,4,8929.0,
210,32712,1,,65358.0
210,32712,2,,65707.0
211,12359,1,,27530.0
211,57801,1,,114542.0
212,40063,1,,81547.0
213,46807,1,19566.0,
214,57438,1,24148.0,
215,16306,1,,36453.0
215,16306,2,,36449.0
215,16306,3,,36450.0
216,21401,1,7882.0,
217,16083,1,,33206.0
217,16083,2,,34008.0
217,16083,3,,35171.0
217,16083,4,5820.0,
217,16083,5,,35354.0
218,59627,1,,117664.0
218,59627,2,,117610.0
218,59627,3,,117154.0
218,59627,4,,117125.0
218,59627,5,24659.0,
219,11351,1,,25610.0
220,58704,1,,116123.0
221,25506,1,9773.0,
221,25506,2,,52399.0
221,25506,3,,52389.0
222,41899,1,,83278.0
222,41899,2,,84612.0
223,10170,1,,22777.0
224,14701,1,,33077.0
225,46518,1,,93494.0
226,43602,1,15792.0,
226,43602,2,16468.0,
226,43602,3,17251.0,
226,43602,4,,87650.0
226,54799,1,,109585.0
226,56360,1,,109585.0
226,56360,2,,111779.0
226,56360,3,23662.0,
227,44529,1,,85866.0
227,44529,2,18238.0,
228,42750,1,,74758.0
228,42750,2,,74469.0
228,42750,3,,80912.0
228,42750,4,,83979.0
228,42750,5,,86338.0
229,14686,1,,32436.0
230,39265,1,,74922.0
230,39265,2,15842.0,
231,35835,1,,72689.0
232,56589,1,,112932.0
232,56590,1,,112932.0
233,345,1,,2570.0
234,54891,1,,108155.0
234,54891,2,,109134.0
234,54891,3,,109421.0
234,54891,4,,109604.0
235,14206,1,,31540.0
236,40060,1,,81334.0
236,50003,1,20669.0,
237,14579,1,,32327.0
237,14579,2,5291.0,
237,14579,3,5292.0,
237,14579,4,5356.0,
237,14579,5,,32296.0
238,61579,1,,116656.0
238,61579,2,,117727.0
238,61579,3,,117438.0
238,61579,4,25614.0,
239,43916,1,,87759.0
239,43916,2,,88437.0
240,17697,1,,39073.0
241,40102,1,,72294.0
241,40102,2,,75384.0
241,40102,3,,75633.0
241,40102,4,,75789.0
241,40102,5,,81432.0
242,55945,1,,107005.0
242,55945,2,,108163.0
242,55945,3,,110731.0
242,55945,4,,110822.0
242,55945,5,,111010.0
242,55945,6,,111467.0
243,26001,1,,50979.0
243,26001,2,,52323.0
243,26001,3,9778.0,
243,26001,4,10006.0,
244,27716,1,,57473.0
245,14298,1,,31577.0
246,17248,1,,33782.0
246,17248,2,,34563.0
246,17248,3,,37800.0
246,17248,4,,37780.0
246,17248,5,6331.0,
247,4027,1,,10676.0
247,4027,2,1688.0,
248,42853,1,,81859.0
248,42853,2,,86448.0
248,49780,1,,99888.0
249,7639,1,,16844.0
249,7639,2,2740.0,
249,7639,3,,17159.0
249,7639,4,,18201.0
249,8874,1,,16844.0
249,8874,2,2740.0,
249,8874,3,,17159.0
249,8874,4,,18201.0
249,8874,5,,20669.0
250,38075,1,,77632.0
251,51040,1,,102042.0
252,41718,1,,84034.0
253,53097,1,,106060.0
254,49844,1,,100610.0
254,49844,2,,100054.0
254,60392,1,,118857.0
255,19340,1,,36303.0
255,19340,2,,38056.0
255,19340,3,,38057.0
255,19340,4,,41658.0
256,55556,1,,110651.0
257,3133,1,1187.0,
257,3133,2,,8438.0
257,3133,3,1326.0,
257,36362,1,14384.0,
258,45715,1,,92206.0
259,7219,1,,16914.0
260,32892,1,,66255.0
260,40507,1,,77493.0
260,40507,2,,81034.0
260,40507,3,,81496.0
260,40507,4,,81639.0
260,40507,5,,82269.0
260,40507,6,,82863.0
261,535,1,,1759.0
261,535,2,,3796.0
261,51821,1,,103051.0
261,51821,2,,103600.0
262,21181,1,,44955.0
263,30084,1,,59726.0
263,30084,2,,60787.0
264,14963,1,,33267.0
264,17977,1,,39735.0
265,21111,1,,33494.0
265,21111,2,,33756.0
265,21111,3,,35428.0
265,21111,4,,41425.0
265,21111,5,,41410.0
265,21111,6,,43289.0
265,21111,7,,44779.0
266,27405,1,,56874.0
267,44001,1,,88943.0
268,20469,1,,43719.0
269,13013,1,,28078.0
269,13013,2,,29136.0
270,27599,1,,56868.0
271,37880,4,,72474.0
271,37880,5,,73355.0
271,37880,6,,73314.0
271,37880,7,,73027.0
271,37880,8,,73459.0
271,37880,9,,73511.0
271,37880,10,,73909.0
271,37880,11,,75797.0
271,37880,12,,76935.0
271,37880,13,,77007.0
272,6136,1,,10627.0
272,6136,2,,10593.0
272,6136,3,,14808.0
273,12527,1,4701.0,
273,35745,1,,71694.0
273,35745,2,,72620.0
273,37281,1,,71694.0
273,37281,2,,72620.0
273,37281,3,,75063.0
273,37281,4,,75511.0
274,8519,1,,15183.0
274,8519,2,,19940.0
274,8519,3,,19653.0
275,31978,1,,64452.0
275,31978,2,,64397.0
276,2774,1,,7616.0
277,7023,1,,13072.0
277,7023,2,,13610.0
277,7023,3,,16522.0
278,46033,1,,93011.0
279,33759,1,,61611.0
279,33759,2,11662.0,
279,33759,3,,62364.0
279,33759,4,,68760.0
280,26345,1,,54944.0
281,12668,1,,28014.0
282,19195,1,,41458.0
283,42253,1,,85574.0
284,49256,1,,96320.0
284,49256,2,,98902.0
284,49256,3,,98381.0
285,31102,1,,62548.0
285,31102,2,,62788.0
286,36424,1,,73734.0
286,36424,2,,73850.0
287,21257,1,,43554.0
287,21257,2,,45164.0
287,33127,1,,65387.0
287,33127,2,,67177.0
288,44880,1,,88374.0
288,44880,2,,89399.0
288,44880,3,,89789.0
288,44880,4,,89873.0
288,44880,5,18227.0,
288,44880,6,,90353.0
289,31737,1,,66972.0
289,31737,2,,63794.0
290,12986,1,,23527.0
290,12986,2,,28577.0
291,453,1,,2473.0
291,453,2,,3178.0
291,453,3,,3169.0
292,1210,1,,1502.0
292,1210,2,,3879.0
292,1210,3,,4769.0
293,25316,1,,50532.0
293,25316,2,,52489.0
293,27088,1,,50532.0
293,27088,2,,52489.0
293,27088,3,9950.0,
293,27088,4,,55917.0
294,44102,1,,87536.0
294,44102,2,,89065.0
294,48479,1,,87536.0
294,48479,2,,89065.0
294,48479,3,,91022.0
294,48479,4,19851.0,
294,48479,5,19856.0,
294,48479,6,,97246.0
295,8423,1,,16209.0
295,8423,2,,19495.0
295,8423,3,,19486.0
296,37067,1,14533.0,
296,37067,2,14691.0,
297,1457,1,,5564.0
297,5925,1,,5564.0
297,5925,2,,6963.0
297,5925,3,,10105.0
297,5925,4,,14346.0
298,2400,1,,6716.0
299,27115,1,,46696.0
299,27115,2,,46902.0
299,27115,3,,51320.0
299,27115,4,,55631.0
300,7194,1,,14780.0
300,7194,2,,14855.0
300,7194,3,,16618.0
300,10640,1,,14780.0
300,10640,2,,14855.0
300,10640,3,,16618.0
300,10640,4,,17067.0
300,10640,5,,20967.0
300,10640,6,,21571.0
300,10640,7,,24665.0
301,28371,1,,58397.0
302,38764,1,,78834.0
303,6138,1,,9890.0
303,6138,2,,14886.0
304,35942,1,,72851.0
305,1585,1,,6201.0
305,1585,2,775.0,
306,55924,1,,111299.0
306,55924,2,,111220.0
307,28073,1,8403.0,
307,28073,2,8405.0,
307,28073,3,,50960.0
307,28073,4,,50981.0
307,28073,5,9821.0,
307,28073,6,,52713.0
307,28073,7,,57412.0
307,28073,8,,57413.0
307,28073,9,,58018.0
307,28183,1,8403.0,
307,28183,2,8405.0,
307,28183,3,,50960.0
307,28183,4,,50981.0
307,28183,5,9821.0,
307,28183,6,,52713.0
307,28183,7,,57412.0
307,28183,8,,57413.0
307,28183,9,,58018.0
307,28183,10,,58003.0
308,42532,1,,86456.0
308,42532,2,,86106.0
308,42532,3,17375.0,
308,42532,4,17380.0,
309,49428,1,,98020.0
309,49428,2,,98490.0
309,49428,3,,100274.0
310,28284,1,,54670.0
310,28284,2,,57459.0
310,28284,3,,58066.0
311,20454,1,,42713.0
311,20454,2,,43852.0
311,22485,1,,42713.0
311,22485,2,,43852.0
311,22485,3,,45867.0
311,22485,4,,46078.0
311,22485,5,,47020.0
311,24534,1,,42713.0
311,24534,2,,43852.0
311,24534,3,,45867.0
311,24534,4,,46078.0
311,24534,5,,47020.0
311,24534,6,,47477.0
311,24534,7,,48056.0
311,24534,8,,48071.0
311,24534,9,,50061.0
311,24534,10,,50497.0
311,38006,1,,75765.0
311,38006,2,14880.0,
311,38006,3,,77073.0
311,59434,1,,116891.0
311,59434,2,24382.0,
311,59434,3,,116612.0
311,59434,4,,117397.0
312,47767,1,,94255.0
312,47767,2,,96292.0
312,47767,3,,96247.0
312,47767,4,,95713.0
312,47767,5,,96254.0
312,48148,1,,94255.0
312,48148,2,,96292.0
312,48148,3,,96247.0
312,48148,4,,95713.0
312,48148,5,,96254.0
312,48148,6,,96648.0
313,26623,1,10246.0,
314,57893,1,,114630.0
314,57998,1,,114630.0
314,57998,2,,114506.0
315,6211,1,,61.0
316,56734,1,,113207.0
316,56734,2,,112462.0
316,59443,1,,117023.0
317,55871,1,,109218.0
317,55871,2,,109524.0
317,55871,3,,110441.0
317,55871,4,,111116.0
318,31514,1,,63680.0
319,56351,1,,109574.0
319,56351,2,,111756.0
320,4273,12,,1294.0
320,4273,13,,1281.0
320,4273,14,,1903.0
320,4273,15,,1899.0
320,4273,16,,1404.0
320,4273,17,,1909.0
320,4273,18,,4410.0
320,4273,19,,4411.0
320,4273,20,,8913.0
320,4273,21,,11013.0
321,4113,1,,9866.0
321,4113,2,,10746.0
321,22451,1,,46927.0
322,49672,1,,98806.0
322,49672,2,20368.0,
322,49672,3,,99630.0
322,49672,4,20588.0,
323,52814,1,,105687.0
324,209,1,,507.0
324,209,2,,743.0
324,209,3,,1134.0
324,209,4,,2287.0
325,14860,1,,20614.0
325,14860,2,,24005.0
325,14860,3,,29224.0
325,14860,4,,31232.0
325,14860,5,,31709.0
325,14860,6,,31851.0
325,14860,7,,32243.0
325,14860,8,,32837.0
325,14860,9,,32838.0
326,56072,1,,103792.0
326,56072,2,,104163.0
326,56072,3,,103879.0
326,56072,4,,103996.0
326,56072,5,,106316.0
326,56072,6,,107225.0
326,56072,7,,112071.0
326,56802,1,,103792.0
326,56802,2,,104163.0
326,56802,3,,103879.0
326,56802,4,,103996.0
326,56802,5,,106316.0
326,56802,6,,107225.0
326,56802,7,,112071.0
326,56802,8,,112592.0
326,56802,9,,112201.0
327,11838,1,,22949.0
327,11838,2,,26223.0
327,32573,1,,65666.0
327,32573,2,12541.0,
328,27275,1,,56468.0
329,24581,1,,50335.0
330,31479,1,,54775.0
330,31479,2,,59759.0
330,31479,3,,63746.0
331,58832,1,,116231.0
332,38235,1,13762.0,
332,38235,2,,75243.0
332,38235,3,,77154.0
332,60527,1,,111924.0
332,60527,2,,113022.0
332,60527,3,,118339.0
332,60527,4,,118481.0
332,60527,5,25111.0,
333,24095,1,,48936.0
333,24095,2,,49694.0
333,24095,3,,49703.0
334,28104,1,,58064.0
334,52213,1,,104338.0
335,20104,1,,38565.0
335,20104,2,,43018.0
336,41784,1,,79772.0
336,41784,2,,84562.0
337,45268,1,,90963.0
337,45268,2,,91249.0
337,47879,1,,90963.0
337,47879,2,,91249.0
337,47879,3,,92371.0
337,47879,4,,93730.0
337,47879,5,,94754.0
337,47879,6,20007.0,
337,52299,1,,90963.0
337,52299,2,,91249.0
337,52299,3,,92371.0
337,52299,4,,93730.0
337,52299,5,,94754.0
337,52299,6,20007.0,
337,52299,7,,102865.0
337,52299,8,,104588.0
338,56768,1,,113259.0
339,54112,1,,105639.0
339,54112,2,21906.0,
